,author_name,books_name
10575,Emily Franklin,"[""Jenna & Jonah's Fauxmance""]"
10576,Brendan Halpin,"[""Jenna & Jonah's Fauxmance""]"
10577,Deborah  Reed,['Things We Set On Fire']
10578,M.B. Feeney,['It Started in Texas']
10579,Koushun Takami,['Ölüm Oyunu']
10580,Muge Kocaman Ozcelik,['Ölüm Oyunu']
10581,Mickey Spillane,['The Death Dealers']
10582,E.D. Baker,"['Dragon Kiss (The Tales of the Frog Princess, #7)']"
10583,William Meikle,['The Hole']
10584,J.L. Devereaux,['Bliss']
10585,Melanie Tomlin,"[""Angel's Body (Angel Series Book 4)""]"
10586,Margaret Way,"['Christmas with My Cowboy', 'Husbands On Horseback: Paper Husband / Bride in Waiting (ncludes: Long, Tall Texans, #13.5)']"
10587,Scott  Gordon,['Ninja Robot Repairmen (A funny picture book for children 3-5!)']
10588,Irene Adler,['The Dark Lady']
10589,Christian Bartholomae,['زن در حقوق ساسانی']
10590,dkhtr nSrldyn SHb zmny,['زن در حقوق ساسانی']
10591,L.H. Cosway,"[""Tegan's Magic (The Ultimate Power, #3)""]"
10592,Doreen Virtue,"['Angel Therapy Meditations', 'Angel Numbers 101: How To Communicate with Your Angels by Understanding the Meaning of Number Sequences Such as 111, 333, 777, and 1234']"
10593,Maria Duenas,['The Seamstress']
10594,Daniel Tammet,['Born On A Blue Day: Inside the Extraordinary Mind of an Autistic Savant']
10595,Ella Quinn,"['It Started with a Kiss (The Worthingtons, #3)']"
10596,Richard L. Brandt,['One Click: Jeff Bezos and the Rise of Amazon.Com']
10597,Robert Rowland Smith,['Prie vairo su Platonu']
10598,Inga Budvytyte,['Prie vairo su Platonu']
10599,Alyssa B. Sheinmel,['Faceless']
10600,Janette Oke,"['A Quiet Strength (A Prairie Legacy, #3)']"
10601,Sarah Solmonson,['Taking Flight']
10602,Marguerite Henry,['Black Gold']
10603,John Shirley,['Borderlands: Unconquered']
10604,Henry N. Beard,['Encyclopedia Paranoiaca']
10605,Christopher Cerf,['Encyclopedia Paranoiaca']
10606,Michael Redhill,['Saving Houdini']
10607,Amy Reichert,['Take Your Mama to Work Today']
10608,Rebecca Hart,['Call of the Sea']
10609,Robin A.H. Waterfield,['Hiero the Tyrant and Other Treatises']
10610,Paul Anthony Cartledge,['Hiero the Tyrant and Other Treatises']
10611,Ali McNamara,['Colazione in riva al mare']
10612,Verla Kay,['Gold Fever']
10613,S.D. Schindler,['Gold Fever']
10614,Alisha Klapheke,"['Claimed (Uncommon World, #0.5)']"
10615,Elise Kova,"[""Earth's End (Air Awakens, #3)"", 'The Rebels of Gold (Loom Saga, #3)']"
10616,Glenn E. Singleton,['More Courageous Conversations about Race']
10617,Kendall Farr,['Pugs in Public']
10618,George Bennett,['Pugs in Public']
10619,James White,['All Judgment Fled']
10620,Dana Mentink,['Lost Legacy']
10621,Karen Buscemi,['Split In Two: Keeping it Together When Your Parents Live Apart']
10622,Amy Keen,"['Embers (Foresight, #1)']"
10623,Anthony Bourdain,['Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook']
10624,Roland Merullo,['Lunch with Buddha']
10625,Dean McMillin,['Shadewright (Shadewright Cycle Book 1)']
10626,Teo Rodriguez,['Oscuro']
10627,Roger  Smith,['Mixed Blood (Cape Town #1)']
10628,Jon Talton,"['Arizona Dreams: A David Mapstone Mystery', 'Cactus Heart', 'Camelback Falls']"
10629,Beau Crosetto,['Beyond Awkward: When Talking about Jesus Is Outside Your Comfort Zone']
10630,Dave Ferguson,['Beyond Awkward: When Talking about Jesus Is Outside Your Comfort Zone']
10631,Kevin Diller,"[""Theology's Epistemological Dilemma: How Karl Barth and Alvin Plantinga Provide a Unified Response""]"
10632,Jacob Chance,['TIED: A DELVE Novella']
10633,Hugh Ambrose,['The Pacific - Tyynenmeren taistelutoverit']
10634,Jyri Raivio,['The Pacific - Tyynenmeren taistelutoverit']
10635,Thomas C. Oden,['A Change of Heart: A Personal and Theological Memoir']
10636,Kimlyn J Bender,['Confessing Christ for Church and World: Studies in Modern Theology']
10637,Robert Duncan,['The H.D. Book']
10638,Michael Boughn,['The H.D. Book']
10639,Victor Coleman,['The H.D. Book']
10640,Abigail Thomas,['A Three Dog Life']
10641,Larry Spotted Crow Mann,['The Mourning Road to Thanksgiving']
10642,Jodi Taylor,"[""Roman Holiday (The Chronicles of St Mary's #3.5)""]"
10643,Spencer Klaw,['Without Sin: The Life and Death of the Oneida Community']
10644,John Lutz,['Nuori naimaton nainen etsii luotettavaa henkilöä jakamaan huoneiston']
10645,Pertti Koskela,['Nuori naimaton nainen etsii luotettavaa henkilöä jakamaan huoneiston']
10646,Shirlee McCoy,"[""The Lawman's Legacy (Fitzgerald Bay, #1)""]"
10647,Melissa Maygrove,['Precious Atonement (A Companion Novel to Come Back)']
10648,Gail Carr Feldman,"['Lessons In Evil, Lessons From The Light: A True Story of Satanic Abuse and Spiritual Healing']"
10649,Jeffrey Eugenides,"['The Virgin Suicides', 'The Virgin Suicides', 'The Virgin Suicides', 'The Virgin Suicides']"
10650,Sena Jeter Naslund,"[""Ahab's Wife: Or, the Star-Gazer""]"
10651,Christopher Wormell,"[""Ahab's Wife: Or, the Star-Gazer""]"
10652,Fred I. Dretske,['Naturalizing the Mind']
10653,Ian Hughes,"['Imperial Brothers: Valentinian, Valens and the Disaster at Adrianople']"
10654,Linda Berry,"['Death and the Walking Stick (Trudy Roundtree Mystery, #4)']"
10655,Rosebud Ben-Oni,['Solecism']
10656,Paula Reed,"[""Nobody's Saint (Captain Trilogy, #3)""]"
10657,Thomas Rosenboom,['Verejné práce']
10658,Adam Bzoch,['Verejné práce']
10659,William   Ryan,"['Ο ιερόσυλος (Captain Alexei Dimitrevich Korolev, #1)', 'Το Ματωμένο Λιβάδι(Captain Alexei Dimitrevich Korolev, #2)']"
10660,Photeine Pipe,"['Ο ιερόσυλος (Captain Alexei Dimitrevich Korolev, #1)']"
10661,K.M. Baginski,['Windstalker: Awareness']
10662,Leigh Nichols,['The Eyes of Darkness']
10663,Carrie Jones,['İhtiyaç (İhtiyaç #1)']
10664,PIPE PhOTEINE,"['Το Ματωμένο Λιβάδι(Captain Alexei Dimitrevich Korolev, #2)']"
10665,Brandon Massey,['Vicious']
10666,Judith Flanders,['A Murder of Magpies']
10667,Ally Condie,['Atlantia']
10668,Deb Hanrahan,['Changing My Wardrobe']
10669,N.J. Damschroder,['Full Fusion']
10670,Dost Korpe,"['Dune Mesihi (Dune Serisi, #2)']"
10671,Rachel Rofe,['Take Control Of Your Life: A 2 hour plan to help you set and reach your goals']
10672,Magdalena Kawka,['Rzeka zimna']
10673,Gerbrand Bakker,['De omweg']
10674,Patrick Kampman,['The Haunting of Pico']
10675,Paul Beyerl,['A Compendium of Herbal Magick']
10676,Jessie Street,['Jessie Street: A Revised Autobiography / Edited by Lenore Coltheart']
10677,Lenore Coltheart,['Jessie Street: A Revised Autobiography / Edited by Lenore Coltheart']
10678,Fiona Press,['Jessie Street: A Revised Autobiography / Edited by Lenore Coltheart']
10679,Maria C. Poets,['Dead Woods']
10680,Maria Poglitsch Bauer,['Dead Woods']
10681,Vinny Haddad,['A Sheep Amidst the Wolves']
10682,David Litwack,['The Daughter of the Sea and the Sky']
10683,Philip B. Kunhardt,"[""P. T. Barnum: America's Greatest Showman""]"
10684,Peter W. Kunhardt,"[""P. T. Barnum: America's Greatest Showman""]"
10685,Robert Kroetsch,['The Studhorse Man']
10686,Eve Bunting,['Blackwater']
10687,Catherine Webb,['Lucifer - Träger Des Lichts']
10688,Helmut W. Pesch,['Lucifer - Träger Des Lichts']
10689,Penny Peck,['Crash Course in Storytime Fundamentals']
10690,A.M. Kurylak,['Just a Bump']
10691,Tommi Penttila,"['Bellefleurin kadotetut (Salaiset kansiot, #1)']"
10692,Christopher M. Colavito,['DARK CITY']
10693,Dick Kelsey,"[""Walt Disney's Grandpa Bunny""]"
10694,Jane Werner Watson,"[""Walt Disney's Grandpa Bunny""]"
10695,Bill Justice,"[""Walt Disney's Grandpa Bunny""]"
10696,Rosemary Wells,['Bunny Money']
10697,Jim Benton,"[""It's Happy Bunny: Life. Get One."", 'The Good, the Bad, and the Bunny', ""It's Happy Bunny: Love Bites""]"
10698,J. Kaye Smith,['A Song Interrupted']
10699,Kate McMullan,['If You Were My Bunny']
10700,David McPhail,['If You Were My Bunny']
10701,Susanne  Dietze,"[""Austen in Austin, Volume 1: Four Texas-Set Novellas Based on Jane Austen's Novels""]"
10702,Anita Mae Draper,"[""Austen in Austin, Volume 1: Four Texas-Set Novellas Based on Jane Austen's Novels""]"
10703,Debra E. Marvin,"[""Austen in Austin, Volume 1: Four Texas-Set Novellas Based on Jane Austen's Novels""]"
10704,Gina Welborn,"[""Austen in Austin, Volume 1: Four Texas-Set Novellas Based on Jane Austen's Novels""]"
10705,Paul Shaw,['Helvetica and the New York City Subway System: The True (Maybe) Story']
10706,Bobbie Kalman,['Baby Animals in Mountain Habitats']
10707,Daniel Suarez,"['Daemon (Daemon, #1)']"
10708,Jeff Gurner,"['Daemon (Daemon, #1)']"
10709,Lynn C. Robertson,['Synesthesia: Perspectives from Cognitive Neuroscience']
10710,Noam Sagiv,['Synesthesia: Perspectives from Cognitive Neuroscience']
10711,Vicki Salloum,['Candyland']
10712,Francisco Ruiz Velasco,['Thunderbolts: How to Lose']
10713,Sara Gruen,['Ape House']
10714,Ralph Lister,['The Habitation of the Blessed']
10715,Jessica Koch,"['Dem Ozean so nah (Danny-Trilogie, #3)']"
10716,Joanna Hines,['Angels Of The Flood']
10717,Per Anders Fogelstrom,"['Mina drömmars stad (Stadserien, #1)']"
10718,Stacy Juba,['Dark Before Dawn']
10719,Craig DiLouie,['The Killing Floor (The Infection #2)']
10720,Gary L. Francione,['Animals as Persons: Essays on the Abolition of Animal Exploitation']
10721,Joan Palmer,['The Dog Breed Handbook: The Complete Reference from Afghans to Zande Dogs']
10722,John Gribbin,['Spacewarps']
10723,Tim J. Cornell,['Atlas of the Roman World']
10724,John   Matthews,['Atlas of the Roman World']
10725,Stephanie Morris,['A Matter of Honesty']
10726,Sigmund Freud,['The Interpretation of Dreams']
10727,Ritchie Robertson,['The Interpretation of Dreams']
10728,Joyce Crick,['The Interpretation of Dreams']
10729,Evan Angler,"['Swipe (Swipe, #1)']"
10730,Benjamin Nugent,['Elliott Smith and the Big Nothing']
10731,Heather Hildenbrand,['Across the Galaxy']
10732,Catherine Saunders,['Star Wars: The Story of Darth Vader']
10733,Steven Grant,['The Punisher: Return to Big Nothing']
10734,John Beatty,['The Punisher: Return to Big Nothing']
10735,Mike Zeck,['The Punisher: Return to Big Nothing']
10736,Brian Keith Jackson,['The View From Here']
10737,Anna Davies,['Wrecked']
10738,Diana Lopez,"['Confetti Girl', 'Confetti Girl']"
10739,Brian Floca,"[""Let's Fly a Kite""]"
10740,Jamie Freveletti,"['Running from the Devil (Emma Caldridge, #1)']"
10741,Jaqueline Whitehead,"['Arabella Finds Out', 'Arabella Finds Out']"
10742,Herman Wouk,"['The Winds of War (The Henry Family, #1)']"
10743,David Grossman,['The Yellow Wind: With a New Afterword by the Author']
10744,Haim Watzman,['The Yellow Wind: With a New Afterword by the Author']
10745,Carolyn Jess-Cooke,['The Boy Who Could See Demons']
10746,Nalini Singh,['Rock Addiction']
10747,Justine O Keef,['Rock Addiction']
10748,Idea Vilarino,"[""A Midsummer Night's Dream""]"
10749,Therese Plummer,"['Second Chance Pass (Virgin River, #5)', 'Paradise Valley (Virgin River, #7)', 'The Ballad of the Sad Cafe']"
10750,Hillary L. Chute,['Outside the Box: Interviews With Contemporary Cartoonists']
10751,Autumn Jones Lake,['Onyx Night (Catnip and Cauldrons #1)']
10752,Ava May,['Tangled with the Twins']
10753,Peggy Shinner,['You Feel So Mortal: Essays on the Body']
10754,Sean   Burke,['Deadwater']
10755,Karen Savage,"['Anne of Green Gables  (Anne of Green Gables, #1)']"
10756,Molly McLain,"[""Can't Resist Him (River Bend, #4)""]"
10757,Ken Harmon,['The Fat Man: A Tale of North Pole Noir']
10758,Brenda Jackson,['Perfect Fit']
10759,Dennis Cooper,['Closer']
10760,James O. Finckenauer,"['Russian Mafia in America: Immigration, Culture, and Crime']"
10761,Ioana Visan,"['The Weight of a Wing (The Stolen Wings, #1)']"
10762,Paul B. Kohler,['Borrowed Souls']
10763,Camille Pouzol,['Lettres de Lo']
10764,Watts Martin,['Going Concerns']
10765,Wolfram von Eschenbach,['Parzival']
10766,Walter Schafarschik,['Parzival']
10767,Bernard Batubara,['Angsa-Angsa Ketapang']
10768,Wiebke Lorenz,['Alles muss versteckt sein']
10769,Robert Andrew Powell,['This Love Is Not for Cowards']
10770,Gesa E. Kirsch,['Beyond the Archives: Research as a Lived Process']
10771,Liz Rohan,['Beyond the Archives: Research as a Lived Process']
10772,Lucille M. Schultz,['Beyond the Archives: Research as a Lived Process']
10773,David Gold,['Beyond the Archives: Research as a Lived Process']
10774,Christine Mason Sutherland,['Beyond the Archives: Research as a Lived Process']
10775,Alicia Nitecki,['Beyond the Archives: Research as a Lived Process']
10776,Wendy B. Sharer,['Beyond the Archives: Research as a Lived Process']
10777,Ronald  R. Stockton,['Beyond the Archives: Research as a Lived Process']
10778,Kathleen Wider,['Beyond the Archives: Research as a Lived Process']
10779,Barry E. Rohan,['Beyond the Archives: Research as a Lived Process']
10780,Victor Villanueva,['Beyond the Archives: Research as a Lived Process']
10781,Gail Y. Okawa,['Beyond the Archives: Research as a Lived Process']
10782,W. Ralph Eubanks,['Beyond the Archives: Research as a Lived Process']
10783,Malea Powell,['Beyond the Archives: Research as a Lived Process']
10784,Kate Davy,['Beyond the Archives: Research as a Lived Process']
10785,Elizabeth Birmingham,['Beyond the Archives: Research as a Lived Process']
10786,Anca Vlasopolos,['Beyond the Archives: Research as a Lived Process']
10787,Lisa Mastrangelo,['Beyond the Archives: Research as a Lived Process']
10788,Barbara L'Eplattenier,['Beyond the Archives: Research as a Lived Process']
10789,Johan Forsby,['Sønner af mænd']
10790,Tarek Omar,['Sønner af mænd']
10791,Phanishwar Nath Renu,['मैला आँचल']
10792,Kitty Neale,['A Father’s Revenge']
10793,Richard Flanagan,['Klaśnięcie jednej dłoni']
10794,Robert Sudol,['Klaśnięcie jednej dłoni']
10795,Kimmie Easley,['Souls Set Free']
10796,Jane Shoup,['Untamed']
10797,Janice Maynard,"['Second Chance With The Billionaire (Kavanaghs of Silver Glen, #5)']"
10798,Dennis J. McKenna,"['The Invisible Landscape: Mind, Hallucinogens & the I Ching']"
10799,Terence McKenna,"['The Invisible Landscape: Mind, Hallucinogens & the I Ching']"
10800,Maxim Gorky,['بين الناس']
10801,Teresa Carpenter,['His Unforgettable Fiancée']
10802,Levi Roach,['Aethelred: The Unready']
10803,Lisa Wingate,"['Talk of the Town (Daily Texas, #1)']"
10804,Ruth    King,['The Ugly Truth about Managing People: 50 (Must-Get-Right) Management Challenges...and How to Really Handle Them']
10805,Lisa Whittle,['5-Word Prayers: Where to Start When You Don’t Know What to Say to God']
10806,Vannetta Chapman,['Light of Dawn']
10807,bll fDl,['التغريبة البلالية']
10808,Michael D.C. Drout,"['Understanding Poetry (The Modern Scholar: Way with Words, Vol. 4)']"
10809,Cassie Alexander,"['Moonshifted (Edie Spence, #2)']"
10810,Tai Sammons,"['Moonshifted (Edie Spence, #2)']"
10811,David Melling,"['Ik wil een knuffel', 'The Scallywags']"
10812,Rindert Kromhout,['Ik wil een knuffel']
10813,Marte Ostmoe,['50 crazy things to do in Norway']
10814,Kenneth Lantz,"[""A Writer's Diary, Volume Two, 1877-1881""]"
10815,Nicole Mones,['A Cup of Light']
10816,Linda Bartoskova,['Pytel kostí']
10817,Barbara Strauch,['The Primal Teen: What the New Discoveries about the Teenage Brain Tell Us about Our Kids']
10818,Kylie Quillinan,"['Druid (Tales of Silver Downs, #3)']"
10819,Lisa Graves,['Her Majesty: An Illustrated Guide to the Women Who Ruled the World']
10820,Leesa Freeman,['The Wisdom to Know the Difference']
10821,Nancy Boyarsky,['The Bequest: A Mystery']
10822,lThr wTr,['الزلزال']
10823,Allison Hoover Bartlett,"['The Man Who Loved Books Too Much: Kisah Nyata tentang Seorang Pencuri, Detektif, dan Obsesi pada Dunia Kesusastraan']"
10824,Lulu Fitri Rahman,"['The Man Who Loved Books Too Much: Kisah Nyata tentang Seorang Pencuri, Detektif, dan Obsesi pada Dunia Kesusastraan']"
10825,Timothy John Campbell,"['The Rebels of Gold (Loom Saga, #3)']"
10826,Erin Moon,"['The Rebels of Gold (Loom Saga, #3)']"
10827,Antony Johnston,['Codename Baboushka: The Conclave of Death #2']
10828,Shari Chankhamma,['Codename Baboushka: The Conclave of Death #2']
10829,Zoe Trodd,['American Protest Literature']
10830,Giuseppe Patroni Griffi,['La morte della bellezza']
10831,Lynn Johnston,"['If This Is A Lecture, How Long Will It Be? (For Better or For Worse, #9)']"
10832,Jeff Bredenberg,"['How to Cheat at Organizing: Quick, Clutter-Clobbering Ways to Simplify Your Life']"
10833,John Galsworthy,['The Man of Property']
10834,Joseph Nassise,['Riverwatch']
10835,Nina George,['Das Lavendelzimmer']
10836,Marguerite Bonnet,['Les Chants de Maldoror; Poésies; Lettres']
10837,Deborah Crombie,"['Where Memories Lie (Duncan Kincaid & Gemma James, #12)']"
10838,James Haskins,['African Beginnings']
10839,Bruce Feiler,['Learning to Bow: Inside the Heart of Japan']
10840,Marion Fayolle,['La ternura de las piedras']
10841,Regina Lopez Munoz,['La ternura de las piedras']
10842,Whitney Balliett,['Collected Works: A Journal of Jazz 1954-2001']
10843,Rose Marie Tapia,['Roberto por el buen camino']
10844,Stella Marie Alden,['Dangerous Code']
10845,Justine Ezarik,"['I, Justine: An Analog Memoir']"
10846,Christine Luce,['Les Papillons géomètres']
10847,John Lescroart,"['The Hearing (Dismas Hardy, #7)']"
10848,H.T. Night,['Vampire Love Story Boxed Set (Five Novels)']
10849,Moris Farhi,['A Designated Man']
10850,James Ellroy,['Perfidia']
10851,Marissa Meyer,"['Fairest (The Lunar Chronicles, #3.5)']"
10852,Anne-Marie Slaughter,"['Unfinished Business: Women, Men, Work, Family']"
10853,Kirstine Stewart,['Our Turn']
10854,E. Gail Flowers,['All I Want For Christmas']
10855,Sue  Brown,['Complete Faith (Morning Report #2)']
10856,John Safran,"['Murder in Mississippi: The True Story of How I Met a White Supremacist, Befriended His Black Killer and Wrote This Book']"
10857,James Henry,"['Blackwater (DI Nick Lowry, #1)']"
10858,Kabi Nagata,['My Lesbian Experience With Loneliness']
10859,Gilles Abier,['Je sais que tu sais']
10860,Cameron  Lowe,['Circle Work']
10861,Frank O'Keeffe,['Harry Flammable']
10862,Steve Hilton,['Good Business: Your World Needs You']
10863,Justin Richards,['Doctor Who: The Forsaken']
10864,Paige Daniels,['Brave New Girls: Tales of Girls and Gadgets']
10865,Mary Fan,['Brave New Girls: Tales of Girls and Gadgets']
10866,Kate Moretti,['Brave New Girls: Tales of Girls and Gadgets']
10867,Martin Berman-Gorvine,['Brave New Girls: Tales of Girls and Gadgets']
10868,Ursula Osborne,['Brave New Girls: Tales of Girls and Gadgets']
10869,Tash McAdam,['Brave New Girls: Tales of Girls and Gadgets']
10870,Kimberly G. Giarratano,['Brave New Girls: Tales of Girls and Gadgets']
10871,Valerie Hunter,['Brave New Girls: Tales of Girls and Gadgets']
